title,price,img
All-new Amazon Fire TV Stick 4K streaming device, more than 700,000 movies and TV episodes, supports Wi-Fi 6, watch free & live TV,$49.99,https://images-na.ssl-images-amazon.com/images/I/410ncqkqpmL._AC_UL600_SR600,400_.jpg 
Amazon Kindle Paperwhite (16 GB) – Now with a larger display, adjustable warm light, increased battery life, and faster page turns – Black,$159.99,https://images-na.ssl-images-amazon.com/images/I/51QCk82iGcL._AC_UL600_SR600,400_.jpg 
Amazon Fire TV Stick Lite with latest Alexa Voice Remote Lite (no TV controls), HD streaming device,$39.99,https://images-na.ssl-images-amazon.com/images/I/41CbGkACz6L._AC_UL600_SR600,400_.jpg 
All-new Amazon Fire TV Stick 4K Max streaming device, supports Wi-Fi 6E, free & live TV without cable or satellite,$79.99,https://images-na.ssl-images-amazon.com/images/I/41P0qtzxWSL._AC_UL600_SR600,400_.jpg 
Amazon Fire TV Stick with Alexa Voice Remote (includes TV controls), HD streaming device,$59.99,https://images-na.ssl-images-amazon.com/images/I/519s3lcILjL._AC_UL600_SR600,400_.jpg 
All-New Blink Outdoor 4 (4th Gen) – Wire-free smart security camera, two-year battery life, two-way audio, HD live view, enhanced motion detection, Works with Alexa – 1 camera system,$84.49,https://images-na.ssl-images-amazon.com/images/I/41hbmiP+77L._AC_UL600_SR600,400_.jpg 
Ring Chime,$44.99,https://images-na.ssl-images-amazon.com/images/I/61OIHg12JiL._AC_UL600_SR600,400_.jpg 
Blink Video Doorbell | Two-way audio, HD video, motion and chime app alerts, and Alexa enabled — wired or wire-free (Black),$64.99,https://images-na.ssl-images-amazon.com/images/I/41te-uzWxDL._AC_UL600_SR600,400_.jpg 
Amazon Kindle – The lightest and most compact Kindle, with extended battery life, adjustable front light, and 16 GB storage – Black,$129.99,https://images-na.ssl-images-amazon.com/images/I/714brROA9eL._AC_UL600_SR600,400_.jpg 
Amazon Kindle Paperwhite Signature Edition (32 GB) – With auto-adjusting front light, wireless charging, 6.8“ display, and up to 10 weeks of battery life – Black,$209.99,https://images-na.ssl-images-amazon.com/images/I/51N5CsWCIBL._AC_UL600_SR600,400_.jpg 
Ring Video Doorbell Wired | Use Two-Way Talk, advanced motion detection, HD camera and real-time alerts to monitor your front door (wiring required),$69.99,https://images-na.ssl-images-amazon.com/images/I/71bgyic1TQL._AC_UL600_SR600,400_.jpg 
Echo Dot (5th Gen, 2022 release) with clock | Smart speaker with clock and Alexa | Cloud Blue,$79.99,https://images-na.ssl-images-amazon.com/images/I/41dCprAmf0L._AC_UL600_SR600,400_.jpg 
Echo Dot (5th Gen, 2022 release) with clock | Smart speaker with clock and Alexa | Glacier White,$79.99,https://images-na.ssl-images-amazon.com/images/I/41gquF8+uwL._AC_UL600_SR600,400_.jpg 
Amazon Fire 7 Kids tablet, ages 3-7. Top-selling 7" kids tablet on Amazon - 2022 | ad-free content with parental controls included, 10-hr battery, 16 GB, Purple,$114.99,https://images-na.ssl-images-amazon.com/images/I/61qZLp+ZaSL._AC_UL300_SR300,200_.jpg 
Echo Dot (5th Gen, 2022 release) | Smart speaker with Alexa | Charcoal,$69.99,https://images-na.ssl-images-amazon.com/images/I/518cRYanpbL._AC_UL300_SR300,200_.jpg 
Amazon Ethernet Adapter for Amazon Fire TV Devices,$19.99,https://images-na.ssl-images-amazon.com/images/I/61wDDI6YLiL._AC_UL300_SR300,200_.jpg 
Amazon Smart Plug, for home automation, Works with Alexa,$34.99,https://images-na.ssl-images-amazon.com/images/I/41couS+UODL._AC_UL300_SR300,200_.jpg 
Blink Mini Pan-Tilt Camera | Rotating indoor plug-in smart security camera, two-way audio, HD video, motion detection, Works with Alexa (White),$54.99,https://images-na.ssl-images-amazon.com/images/I/41aicdAQHVL._AC_UL300_SR300,200_.jpg 
Amazon Fire TV 32" 2-Series HD smart TV, stream live TV without cable,$219.99,https://images-na.ssl-images-amazon.com/images/I/71Ov+a+PPXL._AC_UL300_SR300,200_.jpg 
Amazon Fire TV 40" 2-Series HD smart TV, stream live TV without cable,$289.99,https://images-na.ssl-images-amazon.com/images/I/71v0TQfE8xL._AC_UL300_SR300,200_.jpg 
